,Text,Section,Book
145,"145.turn your faces toward Him Whom God hath purposed, Who hath branched from this Ancient Root ¶121

Bahá’u’lláh here alludes to ‘Abdu’l‑Bahá as His Successor and calls upon the believers to turn towards Him. In the Book of the Covenant, His Will and Testament, Bahá’u’lláh discloses the intention of this verse. He states: “The object of this sacred verse is none other except the Most Mighty Branch.” The “Most Mighty Branch” is one of the titles conferred by Bahá’u’lláh on ‘Abdu’l‑Bahá. (See also notes 66 and 184.)
",N145,kitab-i-aqdas-notes
146,"146.In the Bayán it had been forbidden you to ask Us questions. ¶126

The Báb forbade His followers to ask questions of Him Whom God will make manifest (Bahá’u’lláh), unless their questions were submitted in writing and pertained to subjects worthy of His lofty station. See Selections from the Writings of the Báb.

Bahá’u’lláh removes this prohibition of the Báb. He invites the believers to ask such questions as they “need to ask,” and He cautions them to refrain from posing “idle questions” of the kind which preoccupied “the men of former times.”
",N146,kitab-i-aqdas-notes
147,"147.The number of months in a year, appointed in the Book of God, is nineteen. ¶127

The Bahá’í year, in accordance with the Badí‘ calendar, consists of nineteen months of nineteen days each, with the addition of certain intercalary days (four in an ordinary year and five in a leap year) between the eighteenth and nineteenth months in order to adjust the calendar to the solar year.4 The Báb named the months after certain attributes of God. The Bahá’í New Year, Naw-Rúz, is astronomically fixed, coinciding with the March equinox (see note 26). For further details, including the names of the days of the week and the months, see the section on the Bahá’í calendar in The Bahá’í World, volume XVIII.
",N147,kitab-i-aqdas-notes
148,"148.the first hath been adorned with this Name which overshadoweth the whole of creation ¶127

In the Persian Bayán, the Báb bestowed the name “Bahá” on the first month of the year (see note 139).
",N148,kitab-i-aqdas-notes
149,"149.The Lord hath decreed that the dead should be interred in coffins ¶128

In the Bayán, the Báb prescribed that the deceased should be interred in a coffin made of crystal or polished stone. Shoghi Effendi, in a letter written on his behalf, explained that the significance of this provision was to show respect for the human body which “was once exalted by the immortal soul of man.”

In brief, the Bahá’í law for the burial of the dead states that it is forbidden to carry the body for more than one hour’s journey from the place of death; that the body should be wrapped in a shroud of silk or cotton, and on its finger should be placed a ring bearing the inscription “I came forth from God, and return unto Him, detached from all save Him, holding fast to His Name, the Merciful, the Compassionate”; and that the coffin should be of crystal, stone or hard fine wood. A specific Prayer for the Dead (see note 10) is ordained, to be said before interment. As affirmed by ‘Abdu’l‑Bahá and the Guardian, this law precludes cremation of the dead. The formal prayer and the ring are meant to be used for those who have attained the age of maturity, i.e. 15 years of age (Q&A 70).

With regard to the material from which the coffin is to be made, the spirit of the law is that coffins should be of as durable a material as possible. Hence, the Universal House of Justice has explained that, in addition to the materials specified in the Aqdas, there is no objection to using the hardest wood available or concrete for the casket. For the present, the Bahá’ís are left free to make their own choices in this matter.
",N149,kitab-i-aqdas-notes
150,"150.the Point of the Bayán ¶129

The “Point of the Bayán” is one of the titles by which the Báb referred to Himself.
",N150,kitab-i-aqdas-notes
151,"151.the deceased should be enfolded in five sheets of silk or cotton ¶130

In the Bayán, the Báb specified that the body of the deceased should be wrapped in five sheets of silk or cotton. Bahá’u’lláh confirmed this provision and added the stipulation that for “those whose means are limited a single sheet of either fabric will suffice.”

When asked whether the “five sheets” mentioned in the law referred to “five full-length shrouds” or “five cloths which were hitherto customarily used,” Bahá’u’lláh responded that the intention is the “use of five cloths” (Q&A 56).

Concerning the way in which the body should be wrapped, there is nothing in the Bahá’í Writings to define how the wrapping of the body is to be done, either when “five cloths” are used or only “a single sheet.” At present, the Bahá’ís are free to use their judgment in the matter.
",N151,kitab-i-aqdas-notes
152,"152.It is forbidden you to transport the body of the deceased a greater distance than one hour’s journey from the city ¶130

The intention of this command is to limit the duration of the journey to one hour’s time, irrespective of the means of transport that are chosen to carry the body to the burial site. Bahá’u’lláh affirms that the sooner the burial takes place, “the more fitting and acceptable will it be” (Q&A 16).

The place of death may be taken to encompass the city or town in which the person passes away, and therefore the one hour’s journey may be calculated from the city limits to the place of burial. The spirit of Bahá’u’lláh’s law is for the deceased to be buried near where he or she dies.
",N152,kitab-i-aqdas-notes
153,"153.God hath removed the restrictions on travel that had been imposed in the Bayán. ¶131

The Báb decreed certain restrictions on travel which were to remain in force until the advent of the Promised One of the Bayán, at which time the believers were instructed to set out, even if on foot, to meet Him, since the attainment of His presence was the fruit and purpose of their very existence.
",N153,kitab-i-aqdas-notes
154,"154.Raise up and exalt the two Houses in the Twin Hallowed Spots, and the other sites wherein the throne of your Lord … hath been established. ¶133

Bahá’u’lláh identifies the “two Houses” as His House in Baghdád, designated by Him as the “Most Great House,” and the House of the Báb in Shíráz, both of which have been ordained by Him as sites of pilgrimage. (See Q&A 29, 32 and note 54.)

Shoghi Effendi explained that “the other sites wherein the throne of your Lord … hath been established” refers to those places where the Person of the Manifestation of God has resided. Bahá’u’lláh states that “the people of the areas where these are situated may choose to preserve either each house” wherein He resided, “or one of them” (Q&A 32). Bahá’í institutions have identified, documented, and where possible, acquired and restored a number of the historical sites associated with the Twin Manifestations.
",N154,kitab-i-aqdas-notes
155,"155.Take heed lest ye be prevented by aught that hath been recorded in the Book from hearkening unto this, the Living Book ¶134

The “Book” is the record of the revealed Word of the Manifestations of God. The “Living Book” is a reference to the Person of the Manifestation.

These words contain an allusion to a statement of the Báb in the Persian Bayán about the “Living Book,” which He identifies as Him Whom God will make manifest. In one of His Tablets Bahá’u’lláh Himself states: “The Book of God hath been sent down in the form of this Youth.”

In this verse of the Aqdas, and again in paragraph 168 of the Aqdas, Bahá’u’lláh refers to Himself as the “Living Book.” He cautions the “followers of every other Faith” against seeking “reasons in their Holy Books” for refuting the utterances of the “Living Book.” He admonishes the people not to allow what has been recorded in the “Book” to prevent them from recognizing His Station and from holding fast to what is in this new Revelation.
",N155,kitab-i-aqdas-notes
156,"156.tribute to this Revelation, from the Pen of Him Who was My Herald ¶135

The “tribute” that Bahá’u’lláh quotes in this passage is from the Arabic Bayán.
",N156,kitab-i-aqdas-notes
157,"157.“The Qiblih is indeed He Whom God will make manifest; whenever He moveth, it moveth, until He shall come to rest.” ¶137

For a discussion of this verse see notes 7 and 8.
",N157,kitab-i-aqdas-notes
158,"158.It is unlawful to enter into marriage save with a believer in the Bayán. Should only one party to a marriage embrace this Cause, his or her possessions will become unlawful to the other ¶139

The passage of the Bayán which Bahá’u’lláh here quotes draws the attention of the believers to the imminence of the coming of “Him Whom God will make manifest.” Its prohibition of marriage with a non-Bábí and its provision that the property of a husband or wife who embraced the Faith could not lawfully pass to the non-Bábí spouse were explicitly held in abeyance by the Báb, and were subsequently annulled by Bahá’u’lláh before they could come into effect. Bahá’u’lláh, in quoting this law, points to the fact that, in revealing it, the Báb had clearly anticipated the possibility that the Cause of Bahá’u’lláh would rise to prominence before that of the Báb Himself.

In God Passes By Shoghi Effendi points out that the Bayán “should be regarded primarily as a eulogy of the Promised One rather than a code of laws and ordinances designed to be a permanent guide to future generations.” “Designedly severe in the rules and regulations it imposed,” he continues, “revolutionizing in the principles it instilled, calculated to awaken from their age-long torpor the clergy and the people, and to administer a sudden and fatal blow to obsolete and corrupt institutions, it proclaimed, through its drastic provisions, the advent of the anticipated Day, the Day when ‘the Summoner shall summon to a stern business,’ when He will ‘demolish whatever hath been before Him, even as the Apostle of God demolished the ways of those that preceded Him’” (see also note 109).
",N158,kitab-i-aqdas-notes
159,"159.The Point of the Bayán ¶140

One of the titles of the Báb.
",N159,kitab-i-aqdas-notes
160,"160.Verily, there is none other God besides Me ¶143

The Bahá’í Writings contain many passages that elucidate the nature of the Manifestation and His relationship to God. Bahá’u’lláh underlines the unique and transcendent nature of the Godhead. He explains that “since there can be no tie of direct intercourse to bind the one true God with His creation” God ordains that “in every age and dispensation a pure and stainless Soul be made manifest in the kingdoms of earth and heaven.” This “mysterious and ethereal Being,” the Manifestation of God, has a human nature which pertains to “the world of matter” and a spiritual nature “born of the substance of God Himself.” He is also endowed with a “double station”:

The first station, which is related to His innermost reality, representeth Him as One Whose voice is the voice of God Himself … The second station is the human station, exemplified by the following verses: “I am but a man like you.” “Say, praise be to my Lord! Am I more than a man, an apostle?”

Bahá’u’lláh also affirms that, in the spiritual realm, there is an “essential unity” between all the Manifestations of God. They all reveal the “Beauty of God,” manifest His names and attributes, and give utterance to His Revelation. In this regard, He states:

Were any of the all-embracing Manifestations of God to declare: “I am God!” He, verily, speaketh the truth, and no doubt attacheth thereto. For it hath been repeatedly demonstrated that through their Revelation, their attributes and names, the Revelation of God, His name and His attributes, are made manifest in the world.

While the Manifestations reveal the names and attributes of God and are the means by which humanity has access to the knowledge of God and His Revelation, Shoghi Effendi states that the Manifestations should “never … be identified with that invisible Reality, the Essence of Divinity itself.” In relation to Bahá’u’lláh, the Guardian wrote that the “human temple that has been the vehicle of so overpowering a Revelation” is not to be identified with the “Reality” of God.

Concerning the uniqueness of Bahá’u’lláh’s station and the greatness of His Revelation, Shoghi Effendi affirms that the prophetic statements concerning the “Day of God,” found in the Sacred Scriptures of past Dispensations, are fulfilled by the advent of Bahá’u’lláh:

To Israel He was neither more nor less than the incarnation of the “Everlasting Father,” the “Lord of Hosts” come down “with ten thousands of saints”; to Christendom Christ returned “in the glory of the Father”; to Shí‘ah Islám the return of the Imám Ḥusayn; to Sunní Islám the descent of the “Spirit of God” (Jesus Christ); to the Zoroastrians the promised Sháh-Bahrám; to the Hindus the reincarnation of Krishna; to the Buddhists the fifth Buddha.

Bahá’u’lláh describes the station of “Divinity” which He shares with all the Manifestations of God as

…the station in which one dieth to himself and liveth in God. Divinity, whenever I mention it, indicateth My complete and absolute self-effacement. This is the station in which I have no control over mine own weal or woe nor over my life nor over my resurrection.

And, regarding His own relationship to God, He testifies:

When I contemplate, O my God, the relationship that bindeth me to Thee, I am moved to proclaim to all created things “verily I am God!”; and when I consider my own self, lo, I find it coarser than clay!
",N160,kitab-i-aqdas-notes
161,"161.payment of Zakát ¶146

Zakát is referred to in the Qur’án as a regular charity binding upon Muslims. In due course the concept evolved into a form of alms tax which imposed the obligation to give a fixed portion of certain categories of income, beyond specified limits, for the relief of the poor, for various charitable purposes, and to aid the Faith of God. The limit of exemption varied for different commodities, as did the percentage payable on the portion assessable.

Bahá’u’lláh states that the Bahá’í law of Zakát follows “what hath been revealed in the Qur’án” (Q&A 107). Since such issues as the limits for exemption, the categories of income concerned, the frequency of payments, and the scale of rates for the various categories of Zakát are not mentioned in the Qur’án, these matters will have to be set forth in the future by the Universal House of Justice. Shoghi Effendi has indicated that pending such legislation the believers should, according to their means and possibilities, make regular contributions to the Bahá’í Fund.
",N161,kitab-i-aqdas-notes
162,"162.It is unlawful to beg, and it is forbidden to give to him who beggeth. ¶147

In a Tablet ‘Abdu’l‑Bahá expounds the meaning of this verse. He states that “mendicancy is forbidden and that giving charity to people who take up begging as their profession is also prohibited.” He further points out in that same Tablet: “The object is to uproot mendicancy altogether. However, if a person is incapable of earning a living, is stricken by dire poverty or becometh helpless, then it is incumbent on the wealthy or the Deputies to provide him with a monthly allowance for his subsistence … By ‘Deputies’ is meant the representatives of the people, that is to say the members of the House of Justice.”

The prohibition against giving charity to people who beg does not preclude individuals and Spiritual Assemblies from extending financial assistance to the poor and needy or from providing them with opportunities to acquire such skills as would enable them to earn a livelihood (see note 56).
",N162,kitab-i-aqdas-notes
163,"163.A fine … had formerly been prescribed … for anyone who was the cause of sadness to another ¶148

Bahá’u’lláh abrogates the law of the Persian Bayán concerning the payment of a fine in reparation for causing sadness to one’s neighbor.
",N163,kitab-i-aqdas-notes
164,"164.the sacred Lote-Tree ¶148

The “sacred Lote-Tree” is a reference to the Sadratu’l-Muntahá, the “Tree beyond which there is no passing” (see note 128). It is used here symbolically to designate Bahá’u’lláh.
",N164,kitab-i-aqdas-notes
165,"165.Recite ye the verses of God every morn and eventide. ¶149

Bahá’u’lláh states that the essential “requisite” for reciting “the verses of God” is the “eagerness and love” of the believers to “read the Word of God” (Q&A 68).

With regard to the definition of “verses of God,” Bahá’u’lláh states that it refers to “all that hath been sent down from the Heaven of Divine Utterance.” Shoghi Effendi, in a letter written to one of the believers in the East, has clarified that the term “verses of God” does not include the writings of ‘Abdu’l‑Bahá; he has likewise indicated that this term does not apply to his own writings.
",N165,kitab-i-aqdas-notes
166,"166.Ye have been enjoined to renew the furnishings of your homes after the passing of each nineteen years ¶151

Bahá’u’lláh confirms the injunction in the Arabic Bayán regarding the renewal, every nineteen years, of the furnishings of one’s home, provided one is able to do so. ‘Abdu’l‑Bahá relates this ordinance to the promotion of refinement and cleanliness. He explains that the purpose of the law is that one should change those furnishings that become old, lose their luster and provoke repugnance. It does not apply to such things as rare or treasured articles, antiques or jewelry.
",N166,kitab-i-aqdas-notes
167,"167.Wash your feet ¶152

The believers are exhorted in the Kitáb-i-Aqdas to bathe regularly, to wear clean clothes and generally to be the essence of cleanliness and refinement. The Synopsis and Codification, section IV.D.3.y.i.–vii., summarizes the relevant provisions. In relation to the washing of the feet, Bahá’u’lláh states that it is preferable to use warm water; however, washing in cold water is also permissible (Q&A 97).
",N167,kitab-i-aqdas-notes
168,"168.Ye have been prohibited from making use of pulpits. Whoso wisheth to recite unto you the verses of his Lord, let him sit on a chair placed upon a dais ¶154

These provisions have their antecedent in the Persian Bayán. The Báb forbade the use of pulpits for the delivery of sermons and the reading of the Text. He specified, instead, that to enable all to hear the Word of God clearly, a chair for the speaker should be placed upon a platform.

In comments on this law, ‘Abdu’l‑Bahá and Shoghi Effendi have made it clear that in the Mashriqu’l-Adhkár (where sermons are prohibited and only the words of Holy Scripture may be read) the reader may stand or sit, and if necessary to be better heard, may use a low movable platform, but that no pulpit is permitted. In the case of meetings in places other than the Mashriqu’l-Adhkár, it is also permissible for the reader or speaker to sit or stand, and to use a platform. In one of His Tablets, when reiterating the prohibition of the use of pulpits in any location, ‘Abdu’l‑Bahá has stressed that when Bahá’ís deliver their speeches in gatherings, they are to do so in an attitude of utmost humility and self-abnegation.
",N168,kitab-i-aqdas-notes
169,"169.Gambling ¶155

The activities that are included in this prohibition have not been outlined in the Writings of Bahá’u’lláh. As both ‘Abdu’l‑Bahá and Shoghi Effendi have indicated, it is left to the Universal House of Justice to specify the details of this prohibition. In response to questions about whether lotteries, betting on such things as horse races and football games, bingo, and the like, are included under the prohibition of gambling, the Universal House of Justice has indicated that this is a matter that will be considered in detail in the future. In the meantime, the Assemblies and individuals are counseled not to make an issue of these matters and to leave it to the conscience of the individual believers.

The House of Justice has ruled that it is not appropriate for funds for the Faith to be raised through lotteries, raffles, and games of chance.
",N169,kitab-i-aqdas-notes
170,"170.the use of opium … any substance that induceth sluggishness and torpor ¶155

This prohibition of the use of opium is reiterated by Bahá’u’lláh in the final paragraph of the Kitáb-i-Aqdas. In this connection, Shoghi Effendi stated that one of the requirements for “a chaste and holy life” is “total abstinence … from opium, and from similar habit-forming drugs.” Heroin, hashish and other derivatives of cannabis such as marijuana, as well as hallucinogenic agents such as LSD, peyote and similar substances, are regarded as falling under this prohibition.

‘Abdu’l‑Bahá has written:

As to opium, it is foul and accursed. God protect us from the punishment He inflicteth on the user. According to the explicit Text of the Most Holy Book, it is forbidden, and its use is utterly condemned. Reason showeth that smoking opium is a kind of insanity, and experience attesteth that the user is completely cut off from the human kingdom. May God protect all against the perpetration of an act so hideous as this, an act which layeth in ruins the very foundation of what it is to be human, and which causeth the user to be dispossessed for ever and ever. For opium fasteneth on the soul so that the user’s conscience dieth, his mind is blotted away, his perceptions are eroded. It turneth the living into the dead. It quencheth the natural heat. No greater harm can be conceived than that which opium inflicteth. Fortunate are they who never even speak the name of it; then think how wretched is the user.

O ye lovers of God! In this, the cycle of Almighty God, violence and force, constraint and oppression, are one and all condemned. It is, however, mandatory that the use of opium be prevented by any means whatsoever, that perchance the human race may be delivered from this most powerful of plagues. And otherwise, woe and misery to whoso falleth short of his duty to his Lord.

In one of His Tablets ‘Abdu’l‑Bahá has stated concerning opium: “the user, the buyer and the seller are all deprived of the bounty and grace of God.”

In yet another Tablet, ‘Abdu’l‑Bahá has written:

Regarding hashish you have pointed out that some Persians have become habituated to its use. Gracious God! This is the worst of all intoxicants, and its prohibition is explicitly revealed. Its use causeth the disintegration of thought and the complete torpor of the soul. How could anyone seek the fruit of the infernal tree, and by partaking of it, be led to exemplify the qualities of a monster? How could one use this forbidden drug, and thus deprive himself of the blessings of the All-Merciful?

Alcohol consumeth the mind and causeth man to commit acts of absurdity, but this opium, this foul fruit of the infernal tree, and this wicked hashish extinguish the mind, freeze the spirit, petrify the soul, waste the body and leave man frustrated and lost.

It should be noted that the above prohibition against taking certain classes of drugs does not forbid their use when prescribed by qualified physicians as part of a medical treatment.
",N170,kitab-i-aqdas-notes
171,"171.the “mystery of the Great Reversal in the Sign of the Sovereign” ¶157

Shaykh Aḥmad-i-Aḥsá’í (1753–1831), who was the founder of the Shaykhí School and the first of the “twin luminaries that heralded the advent of the Faith of the Báb,” prophesied that at the appearance of the Promised One all things would be reversed, the last would be first, the first last. Bahá’u’lláh in one of His Tablets refers to the “symbol and allusion” of the “mystery of the Great Reversal in the Sign of the Sovereign.” He states: “Through this reversal He hath caused the exalted to be abased and the abased to be exalted,” and He recalls that “in the days of Jesus, it was those who were distinguished for their learning, the men of letters and religion, who denied Him, whilst humble fisherman made haste to gain admittance into the Kingdom” (see also note 172). For additional information about Shaykh Aḥmad-i-Aḥsá’í see The Dawn-Breakers, chapters 1 and 10.
",N171,kitab-i-aqdas-notes
172,"172.the “Six” raised up by virtue of this “Upright Alif” ¶157

In his writings, Shaykh Aḥmad-i-Aḥsá’í placed great emphasis on the Arabic letter “Váv.” In The Dawn-Breakers, Nabíl states that this letter “symbolized for the Báb the advent of a new cycle of Divine Revelation, and has since been alluded to by Bahá’u’lláh in the Kitáb-i-Aqdas in such passages as ‘the mystery of the Great Reversal’ and ‘the Sign of the Sovereign.’”

The name for the letter “Váv” consists of three letters: Váv, Alif, Váv. According to the abjad reckoning, the numerical value of each of these letters is 6, 1 and 6 respectively. Shoghi Effendi in a letter written on his behalf to one of the believers in the East provides an interpretation of this verse of the Aqdas. He states that the “Upright Alif” refers to the advent of the Báb. The first letter with its value of six, which comes before the Alif, is a symbol of earlier Dispensations and Manifestations which predate the Báb, while the third letter, which also has a numerical value of six, stands for Bahá’u’lláh’s supreme Revelation which was made manifest after the Alif.
",N172,kitab-i-aqdas-notes
173,"173.It hath been forbidden you to carry arms unless essential ¶159

Bahá’u’lláh confirms an injunction contained in the Bayán which makes it unlawful to carry arms, unless it is necessary to do so. With regard to circumstances under which the bearing of arms might be “essential” for an individual, ‘Abdu’l‑Bahá gives permission to a believer for self-protection in a dangerous environment. Shoghi Effendi in a letter written on his behalf has also indicated that, in an emergency, when there is no legal force at hand to appeal to, a Bahá’í is justified in defending his life. There are a number of other situations in which weapons are needed and can be legitimately used; for instance, in countries where people hunt for their food and clothing, and in such sports as archery, marksmanship, and fencing.

On the societal level, the principle of collective security enunciated by Bahá’u’lláh (see Gleanings from the Writings of Bahá’u’lláh, CXVII) and elaborated by Shoghi Effendi (see the Guardian’s letters in The World Order of Bahá’u’lláh) does not presuppose the abolition of the use of force, but prescribes “a system in which Force is made the servant of Justice,” and which provides for the existence of an international peacekeeping force that “will safeguard the organic unity of the whole commonwealth.” In the Tablet of Bishárát, Bahá’u’lláh expresses the hope that “weapons of war throughout the world may be converted into instruments of reconstruction and that strife and conflict may be removed from the midst of men.”

In that same Tablet Bahá’u’lláh stresses the importance of fellowship with the followers of all religions; He also states that “the law of holy war hath been blotted out from the Book.”
",N173,kitab-i-aqdas-notes
174,"174.and permitted you to attire yourselves in silk ¶159

According to Islamic practice, the wearing of silk by men was generally forbidden, except in times of holy war. This prohibition, which was not based on the verses of the Qur’án, was abrogated by the Báb.
",N174,kitab-i-aqdas-notes
175,"175.The Lord hath relieved you … of the restrictions that formerly applied to clothing and to the trim of the beard. ¶159

Many rules about dress had their origins in the laws and traditional practices of the world’s religions. For example, the Shí‘ih clergy adopted for themselves a distinctive headdress and robes and, at one time, forbade the people to adopt European attire. Muslim practice, in its desire to emulate the custom of the Prophet, also introduced a number of restrictions with regard to the trim of the moustache and the length of the beard.

Bahá’u’lláh removed such limitations on one’s apparel and beard. He leaves such matters to the “discretion” of the individual, and at the same time calls upon the believers not to transgress the bounds of propriety and to exercise moderation in all that pertains to dress.
",N175,kitab-i-aqdas-notes
176,"176.O Land of Káf and Rá! ¶164

Káf and Rá are the first two consonants of Kirmán, the name of a city and province of Iran.
",N176,kitab-i-aqdas-notes
177,"177.We perceive that which secretly and stealthily diffuseth from thee. ¶164

This passage is a reference to the intrigues of a group of Azalís, followers of Mírzá Yaḥyá (see note 190), associated with the city of Kirmán. They include Mullá Ja‘far, his son Shaykh Aḥmad-i-Rúḥí and Mírzá Áqá Khán-i-Kirmání (both sons-in-law of Mírzá Yaḥyá), as well as Mírzá Aḥmad-i-Kirmání. They not only sought to undermine the Faith, but involved themselves in political intrigues which culminated in the assassination of Náṣiri’d-Dín Sháh.
",N177,kitab-i-aqdas-notes
178,"178.Call ye to mind the shaykh whose name was Muḥammad-Ḥasan ¶166

Shaykh Muḥammad-Ḥasan, one of the leading exponents of Shí‘ih Islám, rejected the Báb. The author of voluminous writings on Shí‘ih jurisprudence, he is reported to have died around 1850.

Nabíl, in The Dawn-Breakers, describes the encounter that took place in Najaf between Mullá ‘Alíy-i-Basṭámí, one of the Letters of the Living, and Shaykh Muḥammad-Ḥasan. During the meeting, Mullá ‘Alí announced the manifestation of the Báb and extolled the potency of His Revelation. At the instigation of the shaykh, Mullá ‘Alí was forthwith pronounced a heretic and expelled from the assembly. He was put on trial, transported to Istanbul, and condemned to hard labor.
",N178,kitab-i-aqdas-notes
179,"179.a sifter of wheat and barley ¶166

This is an allusion to Mullá Muḥammad Ja‘far Gandum-Pák-Kun, the first person in Iṣfahán to accept the Faith of the Báb. He is mentioned in the Persian Bayán and praised as one who “donned the robe of discipleship.” In The Dawn-Breakers, Nabíl describes the unreserved acceptance of the Message by the “sifter of wheat” and his zealous advocacy of the new Revelation. He joined the company of the defenders of the Fort of Shaykh Ṭabarsí and perished during that siege.
",N179,kitab-i-aqdas-notes
180,"180.Take heed lest the word “Prophet” withhold you from this Most Great Announcement ¶167

Bahá’u’lláh cautions people “of insight” not to allow their interpretations of the Holy Scriptures to prevent them from recognizing the Manifestation of God. Followers of each religion have tended to allow their devotion to its Founder to cause them to perceive His Revelation as the final Word of God and to deny the possibility of the appearance of any subsequent Prophet. This has been the case of Judaism, Christianity and Islám. Bahá’u’lláh denies the validity of this concept of finality both in relation to past Dispensations and to His own. With regard to Muslims, He wrote in the Kitáb-i-Íqán that the “people of the Qur’án … have allowed the words ‘Seal of the Prophets’ to veil their eyes,” “to obscure their understanding, and deprive them of the grace of all His manifold bounties!” He affirms that “this theme hath … been a sore test unto all mankind,” and laments the fate of “those who, clinging unto these words, have disbelieved in Him Who is their true Revealer.” The Báb refers to this same theme when He warns: “Let not names shut you out as by a veil from Him Who is their Lord, even the name of Prophet, for such a name is but a creation of His utterance.”
",N180,kitab-i-aqdas-notes
181,"181.any reference to “Vicegerency” debar you from the sovereignty of Him Who is the Vicegerent of God ¶167

The word here translated “Vicegerency” is, in the original Arabic, “viláyat,” which has a range of meanings including “vicegerency,” “guardianship,” “protectorship” and “successorship.” It is used in relation to God Himself, to His Manifestation, or to those who are the appointed Successors of a Manifestation.

In this verse of the Aqdas, Bahá’u’lláh warns against allowing such concepts to blind one to the “sovereignty” of the new Divine Manifestation, the true “Vicegerent of God.”
",N181,kitab-i-aqdas-notes
182,"182.Call ye to mind Karím ¶170

Ḥájí Mírzá Muḥammad Karím Khán-i-Kirmání (1810–circa 1873) was the self-appointed leader of the Shaykhí community after the death of Siyyid Káẓim, who was the appointed successor to Shaykh Aḥmad-i-Aḥsá’í (see notes 171 and 172). He dedicated himself to the promotion of the teachings of Shaykh Aḥmad. The opinions he expressed became the subject of controversy among his supporters and opponents alike.

Regarded as one of the leading savants and prolific authors of his age, he composed numerous books and epistles in the various fields of learning that were cultivated in those times. He actively opposed both the Báb and Bahá’u’lláh, and used his treatises to attack the Báb and His Teachings. In the Kitáb-i-Íqán, Bahá’u’lláh condemns the tone and content of his writings and singles out for criticism one of his works which contains negative allusions to the Báb. Shoghi Effendi describes him as “inordinately ambitious and hypocritical” and describes how he “at the special request of the Sháh had in a treatise viciously attacked the new Faith and its doctrines.”
",N182,kitab-i-aqdas-notes
183,"183.O ye the learned ones in Bahá ¶173

Bahá’u’lláh eulogizes the learned among His followers. In the Book of His Covenant, He wrote: “Blessed are the rulers and learned among the people of Bahá.” Referring to this statement, Shoghi Effendi has written:

In this holy cycle the “learned” are, on the one hand, the Hands of the Cause of God, and, on the other, the teachers and diffusers of His Teachings who do not rank as Hands, but who have attained an eminent position in the teaching work. As to the “rulers” they refer to the members of the Local, National and International Houses of Justice. The duties of each of these souls will be determined in the future.

The Hands of the Cause of God were individuals appointed by Bahá’u’lláh and charged with various duties, especially those of protecting and propagating His Faith. In Memorials of the Faithful ‘Abdu’l‑Bahá referred to other outstanding believers as Hands of the Cause, and in His Will and Testament He included a provision calling upon the Guardian of the Faith to appoint Hands of the Cause at his discretion. Shoghi Effendi first raised posthumously a number of the believers to the rank of Hands of the Cause, and during the latter years of his life appointed a total of 32 believers from all continents to this position. In the period between the passing of Shoghi Effendi in 1957 and the election of the Universal House of Justice in 1963, the Hands of the Cause directed the affairs of the Faith in their capacity as Chief Stewards of Bahá’u’lláh’s embryonic World Commonwealth (see note 67). In November 1964, the Universal House of Justice determined that it could not legislate to make it possible to appoint Hands of the Cause. Instead, by a decision of the House of Justice in 1968, the functions of the Hands of the Cause in relation to protecting and propagating the Faith were extended into the future by the creation of the Continental Boards of Counselors, and in 1973 through the establishment of the International Teaching Center, which has its seat in the Holy Land.

The Universal House of Justice appoints the Counselor members of the International Teaching Center and the Continental Counselors. Members of Auxiliary Boards are appointed by the Continental Counselors. All these individuals fall within the definition of the “learned” given by Shoghi Effendi in the statement quoted above.
",N183,kitab-i-aqdas-notes
184,"184.refer ye whatsoever ye understand not in the Book to Him Who hath branched from this mighty Stock ¶174

Bahá’u’lláh invests ‘Abdu’l‑Bahá with the right of interpreting His holy Writ (see also note 145).
",N184,kitab-i-aqdas-notes
185,"185.the School of Transcendent Oneness ¶175

In this verse and the ones which immediately follow it, Bahá’u’lláh confronts one of the reasons some of the Bábís rejected His claim to be the Promised One of the Bayán. Their rejection was based on a Tablet addressed by the Báb to “Him Who will be made manifest” on the reverse side of which the Báb had written: “May the glances of Him Whom God shall make manifest illumine this letter at the primary school.” This Tablet is published in Selections from the Writings of the Báb.

These Bábís maintained that, since Bahá’u’lláh was two years older than the Báb, it was not possible for Him to receive this Tablet “at the primary school.”

Bahá’u’lláh here explains that the reference is to events transpiring in the spiritual worlds beyond this plane of existence.
",N185,kitab-i-aqdas-notes
186,"186.We accepted the verses of God … which He presented unto Us ¶175

In His Tablet addressed to “Him Who will be made manifest,” the Báb characterizes the Bayán as an offering from Him to Bahá’u’lláh. See Selections from the Writings of the Báb.
",N186,kitab-i-aqdas-notes
187,"187.O people of the Bayán! ¶176

Reference to the followers of the Báb.
",N187,kitab-i-aqdas-notes
188,"188.the letters B and E were joined and knit together ¶177

Shoghi Effendi, in letters written on his behalf, has explained the significance of the “letters B and E.” They constitute the word “Be,” which, he states, “means the creative Power of God Who through His command causes all things to come into being” and “the power of the Manifestation of God, His great spiritual creative force.”

The imperative “Be” in the original Arabic is the word “kun,” consisting of the two letters “káf” and “nún.” They have been translated by Shoghi Effendi in the above manner. This word has been used in the Qur’án as God’s bidding calling creation into being.
",N188,kitab-i-aqdas-notes
